Job #,Borough,Street Name,GIS_NTA_NAME
123179194,MANHATTAN,5 AVENUE,Murray Hill-Kips Bay
321191642,BROOKLYN,PARK PL,Crown Heights North
123290900,MANHATTAN,5 AVENUE,Murray Hill-Kips Bay
220616313,BRONX,BUTTRICK AVENUE,Schuylerville-Throgs Neck-Edgewater Park
140711567,MANHATTAN,TRINITY PLACE,Battery Park City-Lower Manhattan
123289565,MANHATTAN,5 AVENUE,Murray Hill-Kips Bay
123289574,MANHATTAN,5 AVENUE,Murray Hill-Kips Bay
123256555,MANHATTAN,EAST 30TH STREET,Murray Hill-Kips Bay
321688820,BROOKLYN,CARROLL STREET,Carroll Gardens-Columbia Street-Red Hook
123202284,MANHATTAN,EAST 66TH STREET,Upper East Side-Carnegie Hill
123162889,MANHATTAN,E 28 ST,Hudson Yards-Chelsea-Flatiron-Union Square
340569361,BROOKLYN,PARK AVENUE,Bedford
220623617,BRONX,LELAND AVENUE,West Farms-Bronx River
123129373,MANHATTAN,EAST 79 STREET,Yorkville
104213021,MANHATTAN,EAST 120 STREET,East Harlem North
123149707,MANHATTAN,WASHINGTON PLACE,West Village
321726281,BROOKLYN,CENTRE MALL,Carroll Gardens-Columbia Street-Red Hook
420663302,QUEENS,41ST ROAD,Flushing
321726281,BROOKLYN,CENTRE MALL,Carroll Gardens-Columbia Street-Red Hook
321690210,BROOKLYN,MCDONALD AV,Kensington-Ocean Parkway
123207127,MANHATTAN,WEST 110 STREET,Morningside Heights
321660216,BROOKLYN,EAST 2ND STREET,Ocean Parkway South
520281702,STATEN ISLAND,SHADYSIDE AVENUE,Annadale-Huguenot-Prince's Bay-Eltingville
421531177,QUEENS,LIBERTY AVENUE,South Ozone Park
302576932,BROOKLYN,IRVING AVENUE,Bushwick North
520323846,STATEN ISLAND,METCALFE STREET,Stapleton-Rosebank
123204415,MANHATTAN,EAST 49 STREET,Turtle Bay-East Midtown
123425098,MANHATTAN,BARROW STREET,West Village
321704759,BROOKLYN,FROST STREET,North Side-South Side
220642623,BRONX,EAST 167TH STREET,West Concourse
321742557,BROOKLYN,8TH AVE,Park Slope-Gowanus
321742557,BROOKLYN,8TH AVE,Park Slope-Gowanus
140757740,MANHATTAN,EAST 21 STREET,Gramercy
340590890,BROOKLYN,COOPER STREET,Bushwick South
321782059,BROOKLYN,HANCOCK STREET,Stuyvesant Heights
220625027,BRONX,EAST 174 STREET,West Farms-Bronx River
123601520,MANHATTAN,WEST 40 STREET,Midtown-Midtown South
421628894,QUEENS,24 ST.,Steinway
123386941,MANHATTAN,LEXINGTON AVENUE,Murray Hill-Kips Bay
123431018,MANHATTAN,EAST 33RD STREET,Murray Hill-Kips Bay
140767276,MANHATTAN,5 AVENUE,Murray Hill-Kips Bay
421608077,QUEENS,TOTTEN AVENUE,Ft. Totten-Bay Terrace-Clearview
321741442,BROOKLYN,55TH STREET,Sunset Park East
123143632,MANHATTAN,EAST 12TH STREET,West Village
123420896,MANHATTAN,WEST 12TH STREET,West Village
340610690,BROOKLYN,E 24TH ST,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
123364000,MANHATTAN,EAST 84 STREET,Upper East Side-Carnegie Hill
123576629,MANHATTAN,BROAD STREET,Battery Park City-Lower Manhattan
421602279,QUEENS,265TH STREET,Glen Oaks-Floral Park-New Hyde Park
123420896,MANHATTAN,WEST 12TH STREET,West Village
321763150,BROOKLYN,RICHARDSON STREET,East Williamsburg
321781979,BROOKLYN,CONGRESS STREET,Carroll Gardens-Columbia Street-Red Hook
140782801,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
123381009,MANHATTAN,BOWERY,SoHo-TriBeCa-Civic Center-Little Italy
123462859,MANHATTAN,WEST 17 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
421656568,QUEENS,58 ST,Woodside
220661923,BRONX,WARD AVE,West Farms-Bronx River
123439680,MANHATTAN,WHITE STREET,SoHo-TriBeCa-Civic Center-Little Italy
220659302,BRONX,HOLLAND AVENUE,Bronxdale
421662640,QUEENS,58 ST,Woodside
540153144,STATEN ISLAND,GREELEY AVENUE,New Dorp-Midland Beach
102600053,MANHATTAN,WEST   44 STREET,Midtown-Midtown South
123130147,MANHATTAN,BROAD STREET,Battery Park City-Lower Manhattan
421676939,QUEENS,OCEANIA STREET,Bayside-Bayside Hills
340637029,BROOKLYN,GRAND AVE,Clinton Hill
220625465,BRONX,BRONXWOOD AVENUE,Williamsbridge-Olinville
500871005,STATEN ISLAND,WAVERLY PLACE,Stapleton-Rosebank
321849087,BROOKLYN,ECKFORD ST.,Greenpoint
321772569,BROOKLYN,FARRAGUT ROAD,Flatbush
520337092,STATEN ISLAND,OAKVILLE STREET,New Springville-Bloomfield-Travis
123518942,MANHATTAN,EAST 42ND STREET,Murray Hill-Kips Bay
500875181,STATEN ISLAND,HUGUENOT AVE,Arden Heights
321833575,BROOKLYN,PARK AVENUE,Fort Greene
123385899,MANHATTAN,PARK AVENUE SOUTH,Gramercy
123404262,MANHATTAN,SECOND AVENUE,Turtle Bay-East Midtown
123406867,MANHATTAN,TUDOR CITY PLACE,Turtle Bay-East Midtown
123385899,MANHATTAN,PARK AVENUE SOUTH,Gramercy
123535282,MANHATTAN,WEST 23RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
421693144,QUEENS,WOODHULL AVE,Hollis
322059133,BROOKLYN,WATER STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
322059133,BROOKLYN,WATER STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
302585129,BROOKLYN,78 STREET,Dyker Heights
220678452,BRONX,CHESTNUT ST,Williamsbridge-Olinville
123385899,MANHATTAN,PARK AVENUE SOUTH,Gramercy
123482472,MANHATTAN,FORT WASHINGTON AVE,Washington Heights South
123482472,MANHATTAN,FORT WASHINGTON AVE,Washington Heights South
321383766,BROOKLYN,FULTON STREET,Bedford
123512270,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
240245114,BRONX,MELROSE AVENUE,Melrose South-Mott Haven North
123597900,MANHATTAN,WEST 93RD STREET,Upper West Side
123265082,MANHATTAN,EAST 42ND STREET,Murray Hill-Kips Bay
123265082,MANHATTAN,EAST 42ND STREET,Murray Hill-Kips Bay
421422106,QUEENS,SOUTH CONDUIT AVENUE,Lindenwood-Howard Beach
123508276,MANHATTAN,3RD AVE,Turtle Bay-East Midtown
123508276,MANHATTAN,3RD AVE,Turtle Bay-East Midtown
340653545,BROOKLYN,13TH STREET,Park Slope-Gowanus
123252489,MANHATTAN,BROADWAY,Midtown-Midtown South
440533004,QUEENS,130TH ST,Richmond Hill
123669949,MANHATTAN,EAST 112 ST,East Harlem North
220689477,BRONX,WEST 240 STREET,North Riverdale-Fieldston-Riverdale
321924263,BROOKLYN,WILSON AVENUE,Bushwick North
140831447,MANHATTAN,WEST 20 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
421932396,QUEENS,166 STREET,Pomonok-Flushing Heights-Hillcrest
240249352,BRONX,BAINBRIDGE AVENUE,Norwood
220689663,BRONX,RIVER AVENUE,West Concourse
123682835,MANHATTAN,WOOSTER ST.,SoHo-TriBeCa-Civic Center-Little Italy
321932094,BROOKLYN,PILLING STREET,Bushwick South
321930764,BROOKLYN,W 13 STREET,Bensonhurst East
123252915,MANHATTAN,WEST 18TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
421891233,QUEENS,NORTHERN BOULEVARD,North Corona
421951301,QUEENS,38TH AVENUE,North Corona
220693426,BRONX,BAYCHESTER AVENUE,Co-op City
220678835,BRONX,WALTON AVENUE,Mount Hope
321928438,BROOKLYN,RICHMOND STREET,Cypress Hills-City Line
321912560,BROOKLYN,EAST 5 STREET,Homecrest
321933967,BROOKLYN,JORALEMON STREET,Brooklyn Heights-Cobble Hill
220693426,BRONX,BAYCHESTER AVENUE,Co-op City
220696806,BRONX,GRAND  CONCOURSE,East Concourse-Concourse Village
321743191,BROOKLYN,EAST 19TH STREET,Midwood
340670919,BROOKLYN,89TH STREET,Bay Ridge
123871934,MANHATTAN,FIFTH AVE,Midtown-Midtown South
123871444,MANHATTAN,PARK AVENUE SOUTH,Hudson Yards-Chelsea-Flatiron-Union Square
123871444,MANHATTAN,PARK AVENUE SOUTH,Hudson Yards-Chelsea-Flatiron-Union Square
321955363,BROOKLYN,18TH AVENUE,Bensonhurst West
321955372,BROOKLYN,18TH AVENUE,Bensonhurst West
500875788,STATEN ISLAND,HUGUENOT AVE,Annadale-Huguenot-Prince's Bay-Eltingville
500875779,STATEN ISLAND,HUGUENOT AVE,Annadale-Huguenot-Prince's Bay-Eltingville
440547678,QUEENS,20TH AVENUE,Whitestone
421861881,QUEENS,DOUGLASTON PARKWAY,park-cemetery-etc-Queens
123494664,MANHATTAN,DELANCEY STREET,Chinatown
123872504,MANHATTAN,1ST AVENUE,Gramercy
123862383,MANHATTAN,EAST 69TH STREET,Lenox Hill-Roosevelt Island
123892412,MANHATTAN,EAST 72ND STREET,Upper East Side-Carnegie Hill
123779189,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
340677896,BROOKLYN,SHORE PARKWAY,Bensonhurst East
421887532,QUEENS,162 ST,Murray Hill
123896542,MANHATTAN,EAST 21ST STREET,Hudson Yards-Chelsea-Flatiron-Union Square
321990887,BROOKLYN,EAST 15 STREET,Midwood
123717898,MANHATTAN,BRYANT PARK,Midtown-Midtown South
123717898,MANHATTAN,BRYANT PARK,Midtown-Midtown South
220704806,BRONX,HUGHES AVE,Belmont
500876019,STATEN ISLAND,SUMMIT ST,Charleston-Richmond Valley-Tottenville
201199933,BRONX,STICKBALL BLVD,Soundview-Castle Hill-Clason Point-Harding Park
140853280,MANHATTAN,EAST 86TH STREET,Yorkville
240256405,BRONX,WHITE PLAINS ROAD,Bronxdale
123779170,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
201202545,BRONX,CYPRESS AVENUE,Mott Haven-Port Morris
123751699,MANHATTAN,THIRD AVE,Turtle Bay-East Midtown
421728777,QUEENS,163RD STREET,Murray Hill
102689663,MANHATTAN,WEST   44 STREET,Midtown-Midtown South
123835779,MANHATTAN,10TH AVENUE,Clinton
321971755,BROOKLYN,CLINTON ST,Carroll Gardens-Columbia Street-Red Hook
210179812,BRONX,JEFFERSON PLACE,Morrisania-Melrose
321969278,BROOKLYN,COLUMBIA STREET,Carroll Gardens-Columbia Street-Red Hook
321594191,BROOKLYN,CLASSON AVENUE,Crown Heights North
340683184,BROOKLYN,GATEWAY DRIVE,East New York
421733547,QUEENS,UTOPIA PKWY,Fresh Meadows-Utopia
123689160,MANHATTAN,WEST 47TH ST,Midtown-Midtown South
123689160,MANHATTAN,WEST 47TH ST,Midtown-Midtown South
123881371,MANHATTAN,RIVERSIDE DRIVE,Washington Heights North
220710489,BRONX,SHAKESPEARE AVENUE,Highbridge
123799345,MANHATTAN,WEST 151 STREET,Hamilton Heights
520386207,STATEN ISLAND,SIMONSON AVENUE,Mariner's Harbor-Arlington-Port Ivory-Graniteville
340685495,BROOKLYN,DECATUR STREET,Bushwick South
321935484,BROOKLYN,DEGRAW STREET,Carroll Gardens-Columbia Street-Red Hook
123777305,MANHATTAN,PITT STREET,Lower East Side
123881807,MANHATTAN,MERCER STREET,West Village
140860799,MANHATTAN,LAFAYETTE STREET,SoHo-TriBeCa-Civic Center-Little Italy
123879874,MANHATTAN,BROADWAY,Morningside Heights
421731763,QUEENS,39 AVE,Douglas Manor-Douglaston-Little Neck
123691246,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
123691255,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
220634419,BRONX,WATSON AVE,Soundview-Bruckner
220707607,BRONX,EXTERIOR STREET,West Concourse
421951221,QUEENS,48TH STREET,Astoria
123819118,MANHATTAN,AMSTERDAM AVENUE,Washington Heights South
123712660,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
123397617,MANHATTAN,WEST 81ST STREET,Upper West Side
321921934,BROOKLYN,57 ST,Borough Park
123685404,MANHATTAN,GROVE STREET,West Village
220696058,BRONX,KNOLLS CRESCENT,Spuyten Duyvil-Kingsbridge
321594887,BROOKLYN,NOSTRAND AVENUE,Crown Heights South
421747550,QUEENS,99 ST,East Elmhurst
123716586,MANHATTAN,2 AVE,Turtle Bay-East Midtown
123814934,MANHATTAN,EAST 57TH STREET,Turtle Bay-East Midtown
123816102,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
140868069,MANHATTAN,WEST 25 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
321597946,BROOKLYN,CONOVER STREET,Carroll Gardens-Columbia Street-Red Hook
421898003,QUEENS,75 STREET,Steinway
321987793,BROOKLYN,PITKIN AV,Brownsville
321987882,BROOKLYN,S OXFORD STREET,Fort Greene
321996177,BROOKLYN,EAST 7TH ST,Midwood
220707849,BRONX,WILSON AVENUE,Allerton-Pelham Gardens
123753385,MANHATTAN,FIFTH AVENUE,West Village
321959555,BROOKLYN,BRIGHTON 1 ROAD,Brighton Beach
123885643,MANHATTAN,EAST 55TH STREET,Midtown-Midtown South
220691320,BRONX,NEREID AVENUE,Woodlawn-Wakefield
123880167,MANHATTAN,FIFTH AVENUE,Upper East Side-Carnegie Hill
421619831,QUEENS,108 STREET,Richmond Hill
123696928,MANHATTAN,AVENUE OF THE AMERICAS,SoHo-TriBeCa-Civic Center-Little Italy
322002408,BROOKLYN,E 37 STREET,East Flatbush-Farragut
220716811,BRONX,JESUP AVE,University Heights-Morris Heights
520393967,STATEN ISLAND,ELVIN STREET,New Springville-Bloomfield-Travis
123697115,MANHATTAN,EAST 10 STREET,West Village
210180392,BRONX,EAST 213 STREET,Williamsbridge-Olinville
123743280,MANHATTAN,WEST 34TH STREET,Midtown-Midtown South
421907057,QUEENS,WHITESTONE EXPRESSWAY,College Point
123884537,MANHATTAN,THIRD AVENUE,Turtle Bay-East Midtown
123741754,MANHATTAN,PARK AVENUE,Midtown-Midtown South
123790843,MANHATTAN,WEST 18 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140876513,MANHATTAN,HUDSON STREET,SoHo-TriBeCa-Civic Center-Little Italy
340707319,BROOKLYN,LENOX ROAD,Prospect Lefferts Gardens-Wingate
440575726,QUEENS,211 PLACE,Queens Village
140878708,MANHATTAN,WEST 38TH ST.,Midtown-Midtown South
240266396,BRONX,GUNTHER AVENUE,Eastchester-Edenwald-Baychester
321596117,BROOKLYN,TROUTMAN STREET,Bushwick North
421942973,QUEENS,55 AVENUE,Corona
123866012,MANHATTAN,WEST 33RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
322003354,BROOKLYN,ROCKAWAY AVE,Brownsville
421780148,QUEENS,ABINGDON ROAD,Kew Gardens
322016741,BROOKLYN,APPLEGATE COURT,Bensonhurst East
220723091,BRONX,TAYLOR AVENUE,West Farms-Bronx River
123794894,MANHATTAN,WEST 20TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140882953,MANHATTAN,SOUTH END AVENUE,Battery Park City-Lower Manhattan
520396660,STATEN ISLAND,RICHMOND AVENUE,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
123817691,MANHATTAN,FREDERICK DOUGLASS BOULEVARD,Central Harlem South
421781799,QUEENS,BOOTH STREET,Forest Hills
140883168,MANHATTAN,WEST 17 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
340713491,BROOKLYN,DUMONT AVENUE,East New York
220723643,BRONX,DAVIDSON AVENUE,University Heights-Morris Heights
123816424,MANHATTAN,5TH AVENUE,East Harlem South
321596821,BROOKLYN,MILFORD STREET,East New York
421802302,QUEENS,95TH AVENUE,Richmond Hill
520392557,STATEN ISLAND,RICHMOND AVENUE,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
520397534,STATEN ISLAND,TOMPKINS AVENUE,Stapleton-Rosebank
123743627,MANHATTAN,CLAREMONT AVE,Morningside Heights
440582647,QUEENS,ELMIRA AVENUE,St. Albans
140885022,MANHATTAN,CARMINE STREET,West Village
123702476,MANHATTAN,WAVERLY PLACE,West Village
421801642,QUEENS,HOLLY AVENUE,East Flushing
220724036,BRONX,WEST 260TH STREET,North Riverdale-Fieldston-Riverdale
322029229,BROOKLYN,HOPE STREET,North Side-South Side
321588297,BROOKLYN,FARRAGUT ROAD,East Flatbush-Farragut
421753105,QUEENS,QUEENS BLVD,Rego Park
322041394,BROOKLYN,HENRY STREET,Carroll Gardens-Columbia Street-Red Hook
123858904,MANHATTAN,WEST 13 STREET,West Village
121207158,MANHATTAN,AVENUE OF THE AMERICAS,SoHo-TriBeCa-Civic Center-Little Italy
322041615,BROOKLYN,DEKALB AVENUE,Bushwick North
321596858,BROOKLYN,FULTON ST,Bedford
322041660,BROOKLYN,15TH AVENUE,Bath Beach
240268474,BRONX,WEST 236 ST,Spuyten Duyvil-Kingsbridge
121207158,MANHATTAN,AVENUE OF THE AMERICAS,SoHo-TriBeCa-Civic Center-Little Italy
121207158,MANHATTAN,AVENUE OF THE AMERICAS,SoHo-TriBeCa-Civic Center-Little Italy
123841691,MANHATTAN,EAST 85 ST,Upper East Side-Carnegie Hill
123866012,MANHATTAN,WEST 33RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
321588386,BROOKLYN,NEW YORK AVENUE,Erasmus
123703466,MANHATTAN,EAST 72 STREET,Lenox Hill-Roosevelt Island
421757254,QUEENS,40 ROAD,Flushing
322031975,BROOKLYN,STERLING PLACE,Crown Heights North
240269008,BRONX,POWELL AVE,Soundview-Bruckner
322070469,BROOKLYN,E 27TH,Madison
440586803,QUEENS,107 STREET,Richmond Hill
123794340,MANHATTAN,WEST 37 STREET,Midtown-Midtown South
322004601,BROOKLYN,7TH AVENUE,Sunset Park East
520450958,STATEN ISLAND,WINCHESTER AVE,Great Kills
321457712,BROOKLYN,57 STREET,Borough Park
321610226,BROOKLYN,3RD AVENUE,Bay Ridge
123846721,MANHATTAN,E 49 ST,Turtle Bay-East Midtown
321610217,BROOKLYN,3RD AVENUE,Bay Ridge
421945532,QUEENS,METROPOLITAN AVENUE,Ridgewood
520450967,STATEN ISLAND,SEAGATE ROAD,Stapleton-Rosebank
440590488,QUEENS,107 AVENUE,South Jamaica
520382559,STATEN ISLAND,WIELAND AVENUE,Rossville-Woodrow
510115670,STATEN ISLAND,BAY STREET,Stapleton-Rosebank
322044685,BROOKLYN,57TH STREET,Borough Park
123875707,MANHATTAN,WEST END AVENUE,Upper West Side
123688358,MANHATTAN,GRAND STREET,Lower East Side
123573908,MANHATTAN,CANAL STREET,SoHo-TriBeCa-Civic Center-Little Italy
440589007,QUEENS,176TH PLACE,St. Albans
421940485,QUEENS,COOLIDGE AVENUE,Briarwood-Jamaica Hills
322083071,BROOKLYN,CLINTON STREET,Carroll Gardens-Columbia Street-Red Hook
321589964,BROOKLYN,GREENPOINT AVE,Greenpoint
210181159,BRONX,TOMLINSON AVE,Van Nest-Morris Park-Westchester Square
340724559,BROOKLYN,NEW YORK AVENUE,East Flatbush-Farragut
421960765,QUEENS,147 AVE,Springfield Gardens South-Brookville
210180285,BRONX,CONCORD AVENUE,Mott Haven-Port Morris
520452144,STATEN ISLAND,MILES AVE,Great Kills
322004870,BROOKLYN,UTICA AVENUE,Crown Heights North
421947683,QUEENS,FRESH MEADOW LANE,Fresh Meadows-Utopia
140901807,MANHATTAN,WEST 61ST STREET,Lincoln Square
123910820,MANHATTAN,5TH AVENUE,East Harlem South
121207185,MANHATTAN,MADISON AVENUE,East Harlem South
121207425,MANHATTAN,5TH AVENUE,East Harlem South
140900265,MANHATTAN,WEST 15TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140900988,MANHATTAN,WEST 36 STREET,Midtown-Midtown South
421764022,QUEENS,PHROANE AVENUE,South Jamaica
140897581,MANHATTAN,WEST END AVENUE,Lincoln Square
340725861,BROOKLYN,GATES AVENUE,Stuyvesant Heights
340727734,BROOKLYN,6TH AVE,Park Slope-Gowanus
240272904,BRONX,EAST 161 ST,Morrisania-Melrose
510115670,STATEN ISLAND,BAY STREET,Stapleton-Rosebank
421946942,QUEENS,45 STREET,Astoria
123911936,MANHATTAN,PARK AVENUE,Upper East Side-Carnegie Hill
440593813,QUEENS,99 STREET,Forest Hills
140901175,MANHATTAN,EAST 43RD STREET,Turtle Bay-East Midtown
140901193,MANHATTAN,THIRD AVENUE,Turtle Bay-East Midtown
140901228,MANHATTAN,BROADWAY,West Village
421764200,QUEENS,KISSENA BLVD,Kew Gardens Hills
220723732,BRONX,BRUCKNER BOULEVARD,Mott Haven-Port Morris
520395901,STATEN ISLAND,DUNHAM STREET,Charleston-Richmond Valley-Tottenville
140903306,MANHATTAN,WEST 168TH STREET,Washington Heights South
540175497,STATEN ISLAND,RICHMOND ROAD,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
140902469,MANHATTAN,MADISON AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
220510034,BRONX,JEROME AVE,Van Cortlandt Village
440594769,QUEENS,BERRIAN BLVD,Steinway
322070209,BROOKLYN,ATLANTIC AVENUE,Fort Greene
322070209,BROOKLYN,ATLANTIC AVENUE,Fort Greene
322037158,BROOKLYN,WILLOUGHBY AVENUE,Fort Greene
140903690,MANHATTAN,WEST 80 STREET,Upper West Side
421946942,QUEENS,45 STREET,Astoria
440594929,QUEENS,ARCHER AVENUE,Jamaica
421765691,QUEENS,METROPOLITAN AVENUE,Kew Gardens
440595553,QUEENS,BEACH FRONT ROAD,Hammels-Arverne-Edgemere
322037327,BROOKLYN,80 STREET,Bay Ridge
540176254,STATEN ISLAND,MERRICK AVENUE,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
140904387,MANHATTAN,WEST 72ND STREET,Lincoln Square
440595474,QUEENS,MERRICK BLVD,Laurelton
340730089,BROOKLYN,CARLTON AVE,Prospect Heights
220644328,BRONX,SOUNDVIEW AVENUE,Soundview-Castle Hill-Clason Point-Harding Park
421766789,QUEENS,160TH STREET,Whitestone
123922906,MANHATTAN,EAST 76TH STREET,Lenox Hill-Roosevelt Island
421763844,QUEENS,NATIONAL STREET,North Corona
440596936,QUEENS,174TH STREET,St. Albans
140909211,MANHATTAN,IRVING PLACE,Gramercy
123922737,MANHATTAN,BROADWAY,Hamilton Heights
140906189,MANHATTAN,MERCER STREET,West Village
140910138,MANHATTAN,LUDLOW STREET,Chinatown
540176450,STATEN ISLAND,TOWNLEY AVENUE,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
440598337,QUEENS,134TH STREET,South Ozone Park
140909239,MANHATTAN,EAST 61ST STREET,Lenox Hill-Roosevelt Island
240274813,BRONX,CARPENTER AVENUE,Woodlawn-Wakefield
140910664,MANHATTAN,WEST 123 STREET,Central Harlem South
140909738,MANHATTAN,EAST 9 STREET,West Village
140910325,MANHATTAN,WEST 72 STREET,Lincoln Square
440599283,QUEENS,55 ROAD,Elmhurst
540176833,STATEN ISLAND,OLD FARMERS LANE,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
140911627,MANHATTAN,3 AVE,Upper East Side-Carnegie Hill
540176940,STATEN ISLAND,CLOVE ROAD,Westerleigh
140910959,MANHATTAN,SECOND AVENUE,East Village
540176539,STATEN ISLAND,MANHATTAN ST,Charleston-Richmond Valley-Tottenville
140913634,MANHATTAN,WEST 105 STREET,Upper West Side
140915142,MANHATTAN,WEST 31 ST.,Hudson Yards-Chelsea-Flatiron-Union Square
340736653,BROOKLYN,BRIGHAM STREET,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
140914795,MANHATTAN,5TH AVENUE,East Harlem South
440602233,QUEENS,38TH AVE,Flushing
340740292,BROOKLYN,METROPOLITAN AVENUE,East Williamsburg
340737171,BROOKLYN,AVENUE J,Midwood
340735422,BROOKLYN,6TH AVENUE,Park Slope-Gowanus
220733794,BRONX,WORTHEN,Hunts Point
340740586,BROOKLYN,WEIRFIELD,Bushwick South
340739909,BROOKLYN,HANCOCK STREET,Bushwick South
340740504,BROOKLYN,WAVERLY AVENU,Clinton Hill
140918381,MANHATTAN,LINCOLN CENTER PLAZA,Lincoln Square
140918372,MANHATTAN,LINCOLN CENTER PLAZA,Lincoln Square
520399284,STATEN ISLAND,GOWER STREET,New Springville-Bloomfield-Travis
140919488,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
140919718,MANHATTAN,NORTH MOORE STREET,SoHo-TriBeCa-Civic Center-Little Italy
340740773,BROOKLYN,EAST 14TH STREET,Midwood
440604491,QUEENS,162ND STREET,Pomonok-Flushing Heights-Hillcrest
240277062,BRONX,WILSON AVENUE,Allerton-Pelham Gardens
440604393,QUEENS,91 STREET,Lindenwood-Howard Beach
140919816,MANHATTAN,WEST 189TH STREET,Washington Heights North
440604400,QUEENS,134 ST,South Ozone Park
440604339,QUEENS,160 STREET,Springfield Gardens North
440604810,QUEENS,102 AVENUE,Jamaica
340741120,BROOKLYN,SCOTT AVENUE,East Williamsburg
520451706,STATEN ISLAND,ARLINGTON AVE,Mariner's Harbor-Arlington-Port Ivory-Graniteville
440604865,QUEENS,66 STREET,Glendale
440604623,QUEENS,BEACH 31 STREET,Hammels-Arverne-Edgemere
440604687,QUEENS,GRAND AVENUE,Maspeth
140920449,MANHATTAN,THIRD AVENUE,Upper East Side-Carnegie Hill
140920537,MANHATTAN,1ST AVENUE,Lenox Hill-Roosevelt Island
340741497,BROOKLYN,HAWTHORNE ST,Prospect Lefferts Gardens-Wingate
140920715,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
140920485,MANHATTAN,WEST 70TH STREET,Lincoln Square
140920671,MANHATTAN,FIFTH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
140920626,MANHATTAN,WEST 25TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140920608,MANHATTAN,BETHUNE STREET,West Village
240277302,BRONX,LORILLARD PLACE,Belmont
440605203,QUEENS,48TH AVE,Auburndale
440605221,QUEENS,MARATHON PKWY,Douglas Manor-Douglaston-Little Neck
440605114,QUEENS,PECK AVE,Auburndale
340741665,BROOKLYN,SIDNEY PLACE,Brooklyn Heights-Cobble Hill
140920797,MANHATTAN,SULLIVAN STREET,West Village
540177921,STATEN ISLAND,RENSSELAER AVENUE,Rossville-Woodrow
322050837,BROOKLYN,AVENUE X,Gravesend
440605310,QUEENS,145TH AVENUE,Springfield Gardens South-Brookville
340741736,BROOKLYN,OCEAN PARKWAY,Windsor Terrace
340741745,BROOKLYN,HANSON PLACE,Fort Greene
140920966,MANHATTAN,HUDSON STREET,SoHo-TriBeCa-Civic Center-Little Italy
140920920,MANHATTAN,WEST 25 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
340741941,BROOKLYN,ORIENT AVENUE,East Williamsburg
140921162,MANHATTAN,BROADWAY,Washington Heights South
140921082,MANHATTAN,FIFTH AVENUE,Midtown-Midtown South
340741790,BROOKLYN,MCDONALD AVENUE,Gravesend
440605427,QUEENS,72 STREET,Maspeth
540178001,STATEN ISLAND,BLACKFORD AVENUE,Port Richmond
103281459,MANHATTAN,WEST   25 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
103708187,MANHATTAN,PARK AVENUE SOUTH,Murray Hill-Kips Bay
103931024,MANHATTAN,WEST   22 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
104370011,MANHATTAN,8 AVENUE,Clinton
201062786,BRONX,EAST AVENUE,Parkchester
201099989,BRONX,HONE AVENUE,Allerton-Pelham Gardens
301171461,BROOKLYN,EAST   15 STREET,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
440605533,QUEENS,NURGE AVE,Maspeth
301924595,BROOKLYN,56 STREET,Borough Park
421764308,QUEENS,42ND STREET,Astoria
301217948,BROOKLYN,ROCKAWAY PARKWAY,Canarsie
