Job #,Borough,House #,Street Name,GIS_NTA_NAME
104756907,MANHATTAN,22,EAST 120 STREET,East Harlem North
301356510,BROOKLYN,211,41 STREET,Sunset Park West
540177315,STATEN ISLAND,130,WEST CEDARVIEW AVENUE,Oakwood-Oakwood Beach
440602206,QUEENS,63-14,ROOSEVELT AVENUE,Woodside
440602215,QUEENS,26-35,91ST STREET,Jackson Heights
140917168,MANHATTAN,711,THIRD AVENUE,Turtle Bay-East Midtown
140917159,MANHATTAN,711,THIRD AVENUE,Turtle Bay-East Midtown
140917186,MANHATTAN,23,WEST 20TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
340738704,BROOKLYN,19,KANE PLACE,Crown Heights North
340738722,BROOKLYN,864,EAST 51ST STREET,Rugby-Remsen Village
140917211,MANHATTAN,5,BEEKMAN STREET,Battery Park City-Lower Manhattan
340738731,BROOKLYN,1943,SCHENECTADY AVENUE,Flatlands
340738740,BROOKLYN,102,E 53RD STREET,Prospect Lefferts Gardens-Wingate
240276223,BRONX,1631,TENBROECK AVENUE,Van Nest-Morris Park-Westchester Square
440602224,QUEENS,16,POINT CRESCENT,Whitestone
140917195,MANHATTAN,145,CENTRAL PARK WEST,Upper West Side
140917257,MANHATTAN,549,W 180TH STREET,Washington Heights North
340738759,BROOKLYN,5108,4TH AVENUE,Sunset Park West
440602251,QUEENS,28-44,31ST STREET,Old Astoria
140917266,MANHATTAN,375,PARK AVENUE,Turtle Bay-East Midtown
140917248,MANHATTAN,167,E 69 ST,Upper East Side-Carnegie Hill
340738768,BROOKLYN,2235,EMMONS AVE,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
440602279,QUEENS,94-10,60 AVENUE,Elmhurst
140917284,MANHATTAN,60,FULTON STREET,Battery Park City-Lower Manhattan
440602288,QUEENS,145-43,LINDEN BOULEVARD,Baisley Park
140917293,MANHATTAN,711,THIRD AVENUE,Turtle Bay-East Midtown
540177324,STATEN ISLAND,2725,ARTHUR KILL ROAD,Charleston-Richmond Valley-Tottenville
540177333,STATEN ISLAND,11,RALPH PLACE,Grasmere-Arrochar-Ft. Wadsworth
140917319,MANHATTAN,258,LEXINGTON AVE,Murray Hill-Kips Bay
440602260,QUEENS,100-03,NORTH CONDUIT AVENUE,Ozone Park
340738820,BROOKLYN,273,RUTLEDGE STREET,Williamsburg
140917355,MANHATTAN,160,WEST 100TH STREET,Upper West Side
340738811,BROOKLYN,31,ST FELIX STREET,Fort Greene
440602297,QUEENS,168-06,POWELLS COVE BLVD,Whitestone
340738839,BROOKLYN,152,7TH AVENUE,Park Slope-Gowanus
340738884,BROOKLYN,624,EMPIRE BOULEVARD,Crown Heights South
140917364,MANHATTAN,1264,LEXINGTON AVENUE,Upper East Side-Carnegie Hill
340738875,BROOKLYN,166,LIVONIA AVE,Brownsville
340738900,BROOKLYN,1987,LINDEN BOULEVARD,East New York
140917382,MANHATTAN,640,BROADWAY,West Village
240276250,BRONX,233,EAST 235 STREET,Woodlawn-Wakefield
340738919,BROOKLYN,515,6TH STREET,Park Slope-Gowanus
220733598,BRONX,910,MORRIS AVENUE,East Concourse-Concourse Village
140917408,MANHATTAN,117,EAST 10 STREET,East Village
440602322,QUEENS,168-08,POWELLS COVE BLVD,Whitestone
340738937,BROOKLYN,14,PROSPECT PL.,Park Slope-Gowanus
340738928,BROOKLYN,1373,40 STREET,Borough Park
500876821,STATEN ISLAND,100,TOMPKINS AVE,Stapleton-Rosebank
240276269,BRONX,608,EAST 139TH STREET,Mott Haven-Port Morris
240276278,BRONX,2004,TILLOTSON AVENUE,Co-op City
340738955,BROOKLYN,124,ST MARKS AVENUE,Prospect Heights
140917444,MANHATTAN,239,EAST 79TH STREET,Yorkville
140917426,MANHATTAN,146,WAVERLY PLACE,West Village
340738964,BROOKLYN,515,6TH STREET,Park Slope-Gowanus
340738946,BROOKLYN,2108,BATH AVE,Bath Beach
140917435,MANHATTAN,2505,BROADWAY,Upper West Side
140917471,MANHATTAN,358,7TH AVENUE,Midtown-Midtown South
240276287,BRONX,6140,DELAFIELD AVENUE,North Riverdale-Fieldston-Riverdale
140917453,MANHATTAN,2643,BROADWAY,Upper West Side
340738982,BROOKLYN,1104,ELDERTS LANE,East New York
322036916,BROOKLYN,360,VERMONT ST,East New York (Pennsylvania Ave)
321590202,BROOKLYN,78,BARTLETT STREET,Bedford
140917523,MANHATTAN,132,EAST 78TH STREET,Upper East Side-Carnegie Hill
123920613,MANHATTAN,2123,AMSTERDAM AVENUE,Washington Heights South
140917499,MANHATTAN,333,CENTRAL PARK WEST,Upper West Side
140917480,MANHATTAN,12,JOHN STREET,Battery Park City-Lower Manhattan
340739017,BROOKLYN,25,KENT AVENUE,North Side-South Side
140917514,MANHATTAN,201,EAST 79TH STREET,Yorkville
440602359,QUEENS,9013,ROCKAWAY BEACH BLVD.,Hammels-Arverne-Edgemere
140917541,MANHATTAN,358,7TH AVENUE,Midtown-Midtown South
140917462,MANHATTAN,160,WEST 124TH STREET,Central Harlem South
440602377,QUEENS,137-39,LABURNUM AVE,Flushing
440602386,QUEENS,172-14,BROCHER ROAD,St. Albans
340739026,BROOKLYN,170,PROSPECT PL,Prospect Heights
121207684,MANHATTAN,524,WEST 59TH STREET,Lincoln Square
340739035,BROOKLYN,122,SANDFORD STREET,Bedford
440602368,QUEENS,178-13,UNION TURNPIKE,Fresh Meadows-Utopia
121208317,MANHATTAN,15,BEEKMAN STREET,Battery Park City-Lower Manhattan
440602411,QUEENS,137-37,LABURNUM AVE,Flushing
440602457,QUEENS,178-01,UNION TURNPIKE,Fresh Meadows-Utopia
440602420,QUEENS,41-22,MAIN STREET,Flushing
321595458,BROOKLYN,27,MONTROSE AVENUE,East Williamsburg
440602402,QUEENS,192-01,UNION TURNPIKE,Fresh Meadows-Utopia
440602439,QUEENS,248-02,UNION TURNPIKE,Bellerose
440602395,QUEENS,188-01,UNION TURNPIKE,Fresh Meadows-Utopia
321595458,BROOKLYN,27,MONTROSE AVENUE,East Williamsburg
340739099,BROOKLYN,1884,BROADWAY,Ocean Hill
140917578,MANHATTAN,61,BROADWAY,Battery Park City-Lower Manhattan
140917569,MANHATTAN,250,WEST 54 STREET,Midtown-Midtown South
140917587,MANHATTAN,752,WEST END AVENUE,Upper West Side
440602493,QUEENS,168-12,POWELLS COVE BLVD,Whitestone
440602475,QUEENS,168-10,POWELLS COVE BLVD,Whitestone
140944414,MANHATTAN,221,PARK AVENUE SOUTH,Gramercy
440602509,QUEENS,144-52,225 STREET,Springfield Gardens South-Brookville
440602527,QUEENS,39-19,GREENPOINT AVENUE,Hunters Point-Sunnyside-West Maspeth
440602536,QUEENS,107-21,UNION HALL STREET,South Jamaica
540177351,STATEN ISLAND,614,BROADWAY,West New Brighton-New Brighton-St. George
140917630,MANHATTAN,752,WEST END AVENUE,Upper West Side
140917603,MANHATTAN,321,WEST 11TH STREET,West Village
140917621,MANHATTAN,135,EAST 83RD STREET,Upper East Side-Carnegie Hill
440602518,QUEENS,168-14,POWELLS COVE BLVD,Whitestone
140917667,MANHATTAN,342,W 40TH STREET,Clinton
140917649,MANHATTAN,358,7TH AVE.,Midtown-Midtown South
140917658,MANHATTAN,149,EAST 81 STREET,Upper East Side-Carnegie Hill
340739124,BROOKLYN,112,KINGSLAND AVENUE,East Williamsburg
340739115,BROOKLYN,4401,14 AVENUE,Borough Park
440621436,QUEENS,117-43,168TH STREET,Baisley Park
340739142,BROOKLYN,5917,21 AVENUE,Borough Park
340739133,BROOKLYN,156,MADISON ST,Bedford
440602581,QUEENS,168-24,POWELLS COVE BLVD,Whitestone
440602590,QUEENS,168-26,POWELLS COVE BLVD,Whitestone
140917676,MANHATTAN,1185,PARK AVENUE,Upper East Side-Carnegie Hill
440602616,QUEENS,168-30,POWELLS COVE BLVD,Whitestone
140917694,MANHATTAN,9,EAST 45 STREET,Midtown-Midtown South
540177360,STATEN ISLAND,420,NELSON AVENUE,
440602689,QUEENS,68-05,UTOPIA PKWY,Fresh Meadows-Utopia
340739179,BROOKLYN,18,FAIRVIEW PLACE,Erasmus
321592157,BROOKLYN,1100,MYRTLE AVE,Stuyvesant Heights
340739160,BROOKLYN,3765,18 AVE,Flatbush
440602643,QUEENS,168-34,POWELLS COVE BLVD,Whitestone
440602652,QUEENS,168-36,POWELLS COVE BLVD,Whitestone
140917701,MANHATTAN,225,LIBERTY STREET,Battery Park City-Lower Manhattan
421773628,QUEENS,21-42,75TH STREET,Steinway
440602705,QUEENS,168-42,POWELLS COVE BLVD,Whitestone
440602698,QUEENS,168-40,POWELLS COVE BLVD,Whitestone
321592157,BROOKLYN,1100,MYRTLE AVE,Stuyvesant Heights
440602750,QUEENS,168-50,POWELLS COVE BLVD,Whitestone
421942116,QUEENS,85-06,57 ROAD,Elmhurst
421773691,QUEENS,85-28,263 STREET,Glen Oaks-Floral Park-New Hyde Park
140917710,MANHATTAN,55,EAST 11TH STREET,West Village
140917747,MANHATTAN,225,LIBERTY STREET,Battery Park City-Lower Manhattan
421773664,QUEENS,88-27,53RD AVENUE,Elmhurst
421773682,QUEENS,114-21,210TH STREET,Cambria Heights
140917729,MANHATTAN,120,RIVERSIDE BOULEVARD,Lincoln Square
440602803,QUEENS,138-11,97 AVE,Jamaica
421773646,QUEENS,88-10,146 STREET,Jamaica
421773673,QUEENS,177,BEDFORD AVENUE,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
340739204,BROOKLYN,284,9 STREET,Park Slope-Gowanus
340739222,BROOKLYN,1949,EAST 12 STREET,Homecrest
440602821,QUEENS,155-23,KILLARNEY STREET,Lindenwood-Howard Beach
440602812,QUEENS,73-25,57 AVE,Maspeth
140917809,MANHATTAN,415,GRAND STREET,Lower East Side
540177379,STATEN ISLAND,249,JOLINE AVENUE,Charleston-Richmond Valley-Tottenville
440602830,QUEENS,91-22,216 STREET,Queens Village
210050665,BRONX,2626,EAST TREMONT AVENUE,Van Nest-Morris Park-Westchester Square
310175306,BROOKLYN,88,AVENUE U,Bensonhurst East
320091324,BROOKLYN,422,FULTON STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
320091333,BROOKLYN,422,FULTON STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
320161123,BROOKLYN,1114,AVE  U,Homecrest
120061609,MANHATTAN,153,EAST 53RD STREET,Turtle Bay-East Midtown
420025181,QUEENS,37-08,103 ST.,North Corona
340739231,BROOKLYN,1949,EAST 12 STREET,Homecrest
120453339,MANHATTAN,450,PARK AVENUE,Midtown-Midtown South
120475262,MANHATTAN,120,BROADWAY,Battery Park City-Lower Manhattan
320284955,BROOKLYN,144,SPENCER ST,Bedford
320423591,BROOKLYN,419,CLASSON AV,Clinton Hill
320505869,BROOKLYN,2209,AVENUE R,Madison
121407539,MANHATTAN,230,EAST 73RD STREET,Lenox Hill-Roosevelt Island
220205221,BRONX,61,ISLAND POINT,Pelham Bay-Country Club-City Island
220205025,BRONX,69,ISLAND POINT,Pelham Bay-Country Club-City Island
220240727,BRONX,53,ISLAND POINT,Pelham Bay-Country Club-City Island
220244705,BRONX,472,EAST TREMONT AVENUE,Claremont-Bathgate
140085903,MANHATTAN,74,BROAD STREET,Battery Park City-Lower Manhattan
121708955,MANHATTAN,95,CHRISTOPHER STREET,West Village
320787573,BROOKLYN,422,FULTON STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
121712655,MANHATTAN,154,WEST 70TH STREET,Lincoln Square
121712655,MANHATTAN,154,WEST 70TH STREET,Lincoln Square
320832952,BROOKLYN,968,FOURTH AVENUE,Sunset Park West
320844495,BROOKLYN,968,FOURTH AVE,Sunset Park West
320844495,BROOKLYN,968,FOURTH AVE,Sunset Park West
320844529,BROOKLYN,968,FOURTH AVE,Sunset Park West
320844510,BROOKLYN,968,FOURTH AVE,Sunset Park West
320844495,BROOKLYN,968,FOURTH AVE,Sunset Park West
201190718,BRONX,2697,WESTCHESTER AVENUE,Van Nest-Morris Park-Westchester Square
201190923,BRONX,500,EAST FORDHAM ROAD,Belmont
201190923,BRONX,500,EAST FORDHAM ROAD,Belmont
201190923,BRONX,500,EAST FORDHAM ROAD,Belmont
201190923,BRONX,500,EAST FORDHAM ROAD,Belmont
121870314,MANHATTAN,1544,MADISON AVENUE,East Harlem South
420956399,QUEENS,108-41,ROOSEVELT AVENUE,North Corona
320891077,BROOKLYN,2137,61 STREET,Borough Park
320891077,BROOKLYN,2137,61 STREET,Borough Park
121997492,MANHATTAN,318,WEST 39TH STREET,Clinton
121997492,MANHATTAN,318,WEST 39TH STREET,Clinton
121997492,MANHATTAN,318,WEST 39TH STREET,Clinton
320961401,BROOKLYN,91,RALPH AVE,Stuyvesant Heights
320937251,BROOKLYN,105,GRAND AVENUE,Clinton Hill
402892928,QUEENS,159-01,59TH AVENUE,Queensboro Hill
122043500,MANHATTAN,113,EAST 13TH STREET,East Village
122043500,MANHATTAN,113,EAST 13TH STREET,East Village
122043500,MANHATTAN,113,EAST 13TH STREET,East Village
122193606,MANHATTAN,117,EAST 57TH STREET,Turtle Bay-East Midtown
122187338,MANHATTAN,34,HILLSIDE AVE,Washington Heights North
201192636,BRONX,275,HARLEM RIVER PARK BRIDGE,University Heights-Morris Heights
320978064,BROOKLYN,2286,CROPSEY AVENUE,Bensonhurst West
320627229,BROOKLYN,600,20 STREET,Windsor Terrace
520210469,STATEN ISLAND,4885,ARTHUR KILL ROAD,Charleston-Richmond Valley-Tottenville
122205096,MANHATTAN,814,10TH AVENUE,Clinton
302580589,BROOKLYN,713,CATON AVENUE,Windsor Terrace
102020858,MANHATTAN,134,WEST  122 STREET,Central Harlem South
102020858,MANHATTAN,134,WEST  122 STREET,Central Harlem South
320624240,BROOKLYN,77,SUYDAM ST,Bushwick South
320627229,BROOKLYN,600,20 STREET,Windsor Terrace
320627229,BROOKLYN,600,20 STREET,Windsor Terrace
340251738,BROOKLYN,277,GREENPOINT AVENUE,Greenpoint
321137925,BROOKLYN,522,EVERGREEN AVE,Bushwick South
122423145,MANHATTAN,259,10 AVE,Hudson Yards-Chelsea-Flatiron-Union Square
122423145,MANHATTAN,259,10 AVE,Hudson Yards-Chelsea-Flatiron-Union Square
421198992,QUEENS,220-28,HARTLAND AVENUE,Oakland Gardens
421213733,QUEENS,47-16,GREENPOINT AVENUE,Hunters Point-Sunnyside-West Maspeth
340314966,BROOKLYN,909,ATLANTIC AVENUE,Clinton Hill
340314975,BROOKLYN,1043,FULTON STREET,Clinton Hill
321132289,BROOKLYN,605,HART STREET,Bushwick South
220151840,BRONX,603,JACKSON AVENUE,Melrose South-Mott Haven North
122620645,MANHATTAN,1271,AVENUE OF THE AMERICAS,Midtown-Midtown South
240125538,BRONX,825,GERARD AVE,West Concourse
321248333,BROOKLYN,436,LAFAYETTE AVE,Bedford
321249911,BROOKLYN,1374,65TH STREET,Dyker Heights
321260210,BROOKLYN,363A,14 STREET,Park Slope-Gowanus
321287852,BROOKLYN,138,BLEECKER STREET,Bushwick South
321369130,BROOKLYN,100,MASPETH AVE,East Williamsburg
321190545,BROOKLYN,715,6TH AVE,Sunset Park West
122714633,MANHATTAN,505,WEST 43 STREET,Clinton
220511729,BRONX,2490,THIRD  AVENUE,Mott Haven-Port Morris
122770180,MANHATTAN,323,EAST 53 STREET,Turtle Bay-East Midtown
122789483,MANHATTAN,205,AVENUE C,Lower East Side
321197423,BROOKLYN,802,HOWARD AVENUE,Brownsville
321404832,BROOKLYN,222,PULASKI STREET,Stuyvesant Heights
321399919,BROOKLYN,75,UTICA AVE,Crown Heights North
440317783,QUEENS,235,BAYSIDE AVENUE,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
321414395,BROOKLYN,168,STUYVESANT AVENUE,Stuyvesant Heights
321322966,BROOKLYN,163,NEWELL ST,Greenpoint
321414554,BROOKLYN,419,UNION ST,Carroll Gardens-Columbia Street-Red Hook
321414554,BROOKLYN,419,UNION ST,Carroll Gardens-Columbia Street-Red Hook
321414554,BROOKLYN,419,UNION ST,Carroll Gardens-Columbia Street-Red Hook
421353859,QUEENS,9002,CORONA AVE,Elmhurst
220404122,BRONX,21,ISLAND POINT,Pelham Bay-Country Club-City Island
421325284,QUEENS,705,CEDAR LAWN AVENUE,Far Rockaway-Bayswater
140536016,MANHATTAN,173,MORNINGSIDE  AVE,Manhattanville
102275360,MANHATTAN,351,WEST 18 ST,Hudson Yards-Chelsea-Flatiron-Union Square
421363214,QUEENS,11-12,44 DRIVE,Hunters Point-Sunnyside-West Maspeth
421348624,QUEENS,138-28,QUEENS BLVD,Briarwood-Jamaica Hills
340419513,BROOKLYN,275,MILLER AVENUE,East New York
122885048,MANHATTAN,1065,PARK AVENUE,Upper East Side-Carnegie Hill
122903297,MANHATTAN,675,3RD AVE,Turtle Bay-East Midtown
520280160,STATEN ISLAND,1400,HYLAN BOULEVARD,Old Town-Dongan Hills-South Beach
520280160,STATEN ISLAND,1400,HYLAN BOULEVARD,Old Town-Dongan Hills-South Beach
520280160,STATEN ISLAND,1400,HYLAN BOULEVARD,Old Town-Dongan Hills-South Beach
321449241,BROOKLYN,183,DEVOE STREET,East Williamsburg
220551123,BRONX,16,EAST 204TH STREET,Bedford Park-Fordham North
321450274,BROOKLYN,829,GREENE AVENUE,Stuyvesant Heights
520280160,STATEN ISLAND,1400,HYLAN BOULEVARD,Old Town-Dongan Hills-South Beach
122908620,MANHATTAN,111,MURRAY STREET,SoHo-TriBeCa-Civic Center-Little Italy
321491774,BROOKLYN,11629,SEAVIEW AVENUE,East New York
421405811,QUEENS,106-14,ROCKAWAY BLVD,South Ozone Park
321515892,BROOKLYN,1223,CONEY ISLAND AVE,Midwood
123014200,MANHATTAN,1,BOGARDUS PLACE,Washington Heights North
421392013,QUEENS,135-25,142 STREET,Baisley Park
122999265,MANHATTAN,14,WEST 68 ST,Lincoln Square
321516490,BROOKLYN,141,GREEN STREET,Greenpoint
421047147,QUEENS,37-55,79 STREET,Jackson Heights
421049038,QUEENS,37-52,80 STREET,Jackson Heights
140614235,MANHATTAN,11,AVE C,Lower East Side
220589931,BRONX,1888,WASHINGTON AVENUE,Claremont-Bathgate
421464356,QUEENS,43-01,22 STREET,Hunters Point-Sunnyside-West Maspeth
123059670,MANHATTAN,167,EAST 86TH STREET,Upper East Side-Carnegie Hill
123059670,MANHATTAN,167,EAST 86TH STREET,Upper East Side-Carnegie Hill
321462485,BROOKLYN,9511,SHORE ROAD,Bay Ridge
104212273,MANHATTAN,225,WEST 24TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
340505938,BROOKLYN,863,43 STREET,Sunset Park East
240187061,BRONX,570,EAST 137TH STREET,Mott Haven-Port Morris
321630749,BROOKLYN,637,AVENUE Z,Gravesend
421421429,QUEENS,22-43,JACKSON AVENUE,Hunters Point-Sunnyside-West Maspeth
302575103,BROOKLYN,50,AVENUE X,Gravesend
321412137,BROOKLYN,520,17 STREET,Windsor Terrace
321622972,BROOKLYN,1350,39 STREET,Borough Park
140661068,MANHATTAN,319,WEST 35 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
321630749,BROOKLYN,637,AVENUE Z,Gravesend
123353584,MANHATTAN,66,ORCHARD STREET,Chinatown
140680537,MANHATTAN,1713,MADISON AVE,East Harlem North
321197423,BROOKLYN,802,HOWARD AVENUE,Brownsville
321630749,BROOKLYN,637,AVENUE Z,Gravesend
123120470,MANHATTAN,200,EAST 76TH STREET,Lenox Hill-Roosevelt Island
123119856,MANHATTAN,500,WEST 33RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
220609018,BRONX,2245,CRESTON AVE,Fordham South
123292347,MANHATTAN,250,WEST 50TH STREET,Midtown-Midtown South
440442488,QUEENS,8200,SHORE FRONT PARKWAY,Hammels-Arverne-Edgemere
440442503,QUEENS,8400,SHORE FRONT PARKWAY,Hammels-Arverne-Edgemere
520308319,STATEN ISLAND,75,VANDERBILT AVENUE,Stapleton-Rosebank
220622048,BRONX,1040 B,EAST 217 STREET,Williamsbridge-Olinville
123277916,MANHATTAN,77,MADISON STREET,Chinatown
421574497,QUEENS,715,VIRGINIA STREET,Far Rockaway-Bayswater
220618366,BRONX,1600,BOSTON ROAD,Crotona Park East
220612022,BRONX,276,EAST 151ST STREET,Melrose South-Mott Haven North
321630749,BROOKLYN,637,AVENUE Z,Gravesend
520321571,STATEN ISLAND,686,YETMAN AVE,Charleston-Richmond Valley-Tottenville
220627579,BRONX,3825,CORLEAR AVENUE,Spuyten Duyvil-Kingsbridge
321692673,BROOKLYN,1470,EASTERN PARKWAY,Ocean Hill
321692673,BROOKLYN,1470,EASTERN PARKWAY,Ocean Hill
520322099,STATEN ISLAND,1578,VICTORY BLVD,Westerleigh
321697026,BROOKLYN,8041,HARBOR VIEW TERRACE,Bay Ridge
421391309,QUEENS,1-51,BEACH 91 STREET,Hammels-Arverne-Edgemere
421575245,QUEENS,142-38,37TH AVENUE,Flushing
123199957,MANHATTAN,505,WEST 43 STREET,Clinton
140738557,MANHATTAN,320,WEST 135TH STREET,Central Harlem North-Polo Grounds
520325210,STATEN ISLAND,278 GAR,MAIN STREET,Charleston-Richmond Valley-Tottenville
123363911,MANHATTAN,2,ADRIAN AVENUE,Marble Hill-Inwood
421459193,QUEENS,23-41,94 STREET,East Elmhurst
123153559,MANHATTAN,39,CLARKSON ST,West Village
220613735,BRONX,414,GERARD AVENUE,West Concourse
320911368,BROOKLYN,802,STERLING PLACE,Crown Heights North
240217289,BRONX,661,MAGENTA STREET,Williamsbridge-Olinville
140750603,MANHATTAN,505,WEST 43 STREET,Clinton
440472748,QUEENS,100-11,67 ROAD,Forest Hills
321732336,BROOKLYN,190,WILLOUGHBY STREET,Fort Greene
421613686,QUEENS,59-11,146TH STREET,Queensboro Hill
321646910,BROOKLYN,244,HOWARD AVE,Stuyvesant Heights
201202359,BRONX,2697,WESTCHESTER AVENUE,Van Nest-Morris Park-Westchester Square
123457213,MANHATTAN,492,WEST 42ND STREET,Clinton
123442211,MANHATTAN,1010,FIFTH AVENUE,Upper East Side-Carnegie Hill
321793779,BROOKLYN,127,PUTNAM AVENUE,Clinton Hill
123355537,MANHATTAN,365,WEST 118TH STREET,Central Harlem South
123397225,MANHATTAN,660,FIRST AVENUE,Turtle Bay-East Midtown
320911368,BROOKLYN,802,STERLING PLACE,Crown Heights North
240223450,BRONX,624,HARDING PARK,Soundview-Castle Hill-Clason Point-Harding Park
103650283,MANHATTAN,111,EAST 33RD STREET,Murray Hill-Kips Bay
421630710,QUEENS,142-38,37TH AVENUE,Flushing
123434729,MANHATTAN,538,WEST 114TH STREET,Morningside Heights
123551557,MANHATTAN,120,WOOSTER STREET,SoHo-TriBeCa-Civic Center-Little Italy
123551557,MANHATTAN,120,WOOSTER STREET,SoHo-TriBeCa-Civic Center-Little Italy
123579591,MANHATTAN,261,CONVENT AVENUE,Manhattanville
321798186,BROOKLYN,2279,79 STREET,Bensonhurst West
140781401,MANHATTAN,443,W 44 ST,Clinton
321807826,BROOKLYN,264,41 STREET,Sunset Park West
321232322,BROOKLYN,4508,16 AVENUE,Borough Park
321767548,BROOKLYN,231,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
321769591,BROOKLYN,383,UNION AVE,North Side-South Side
140788556,MANHATTAN,1636,YORK AVENUE,Yorkville
123377194,MANHATTAN,75,BROADWAY,Battery Park City-Lower Manhattan
421666405,QUEENS,43-01,22ND STREET,Hunters Point-Sunnyside-West Maspeth
440501878,QUEENS,110-16,72 AVENUE,Forest Hills
201198051,BRONX,2697,WESTCHESTER AVENUE,Van Nest-Morris Park-Westchester Square
123533186,MANHATTAN,767,5TH AVENUE,Midtown-Midtown South
421663293,QUEENS,111-34,120 STREET,South Ozone Park
123530358,MANHATTAN,708,BROADWAY,West Village
123575336,MANHATTAN,26,WEST 17 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
220654496,BRONX,2264,MORRIS AVENUE,Fordham South
123127874,MANHATTAN,870,BROADWAY,Hudson Yards-Chelsea-Flatiron-Union Square
123449624,MANHATTAN,95,EAST 7TH STREET,East Village
302584086,BROOKLYN,430,HOWARD AVENUE,Ocean Hill
540153965,STATEN ISLAND,49,CARNEGIE AVE,New Springville-Bloomfield-Travis
440507792,QUEENS,43-60,DOUGLASTON PARKWAY,Douglas Manor-Douglaston-Little Neck
123465268,MANHATTAN,148,LAFAYETTE STREET,SoHo-TriBeCa-Civic Center-Little Italy
123465268,MANHATTAN,148,LAFAYETTE STREET,SoHo-TriBeCa-Civic Center-Little Italy
321826841,BROOKLYN,127,COURT STREET,Brooklyn Heights-Cobble Hill
123235524,MANHATTAN,20,EAST END AVENUE,Yorkville
123235524,MANHATTAN,20,EAST END AVENUE,Yorkville
220671878,BRONX,825,EAST 233 STREET,Woodlawn-Wakefield
220651211,BRONX,352,BAYCHESTER AVENUE,Co-op City
123518434,MANHATTAN,2,RECTOR STREET,Battery Park City-Lower Manhattan
123518434,MANHATTAN,2,RECTOR STREET,Battery Park City-Lower Manhattan
340641602,BROOKLYN,212,HEGEMAN AVENUE,Brownsville
340638475,BROOKLYN,93,LINDEN STREET,Bushwick South
321849924,BROOKLYN,608,ST. MARKS AVENUE,Crown Heights North
220674544,BRONX,4683,PARK AVE,Fordham South
540157104,STATEN ISLAND,262,LACONIA AVENUE,Old Town-Dongan Hills-South Beach
140815394,MANHATTAN,216,WEST 22 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
321291936,BROOKLYN,1451,61 STREET,Borough Park
440520447,QUEENS,178-42,SELOVER ROAD,St. Albans
220677186,BRONX,657,MANIDA STREET,Hunts Point
321291936,BROOKLYN,1451,61 STREET,Borough Park
220676374,BRONX,410,KING AVENUE,Pelham Bay-Country Club-City Island
321829349,BROOKLYN,146,WILSON ST,Williamsburg
201198649,BRONX,2751,JEROME AVENUE,Van Cortlandt Village
540158372,STATEN ISLAND,354,ARLENE ST,New Springville-Bloomfield-Travis
123594850,MANHATTAN,41,GREENE STREET,SoHo-TriBeCa-Civic Center-Little Italy
123538699,MANHATTAN,200,EAST 66TH STREET,Lenox Hill-Roosevelt Island
123538699,MANHATTAN,200,EAST 66TH STREET,Lenox Hill-Roosevelt Island
123558998,MANHATTAN,26,BROADWAY,Battery Park City-Lower Manhattan
340651869,BROOKLYN,1630,BROOKLYN AVENUE,East Flatbush-Farragut
