Job #,Borough,House #,Street Name,GIS_NTA_NAME
440547936,QUEENS,146-59,HORACE HARDING EXPRESSWAY,Queensboro Hill
123729527,MANHATTAN,233,PARK AVENUE SOUTH,Gramercy
123761811,MANHATTAN,3,PARK AVENUE,Murray Hill-Kips Bay
123761811,MANHATTAN,3,PARK AVENUE,Murray Hill-Kips Bay
123806925,MANHATTAN,505,WEST 19TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
103651932,MANHATTAN,240,EAST 109TH STREET,East Harlem South
220705146,BRONX,645,LYDIG AVE,Pelham Parkway
321916904,BROOKLYN,930,EAST 9TH ST,Midwood
340680070,BROOKLYN,1527,NEW YORK AVE,East Flatbush-Farragut
123766077,MANHATTAN,1136,FIFTH AVENUE,Upper East Side-Carnegie Hill
421102185,QUEENS,147-27,15TH DRIVE,Whitestone
123766674,MANHATTAN,115,BROADWAY,Battery Park City-Lower Manhattan
140853547,MANHATTAN,226,EAST 25TH STREET,Murray Hill-Kips Bay
240256263,BRONX,1865,BOGART AVENUE,Van Nest-Morris Park-Westchester Square
321966681,BROOKLYN,147,WILSON AVENUE,Bushwick North
123895115,MANHATTAN,350,PARK AVENUE,Midtown-Midtown South
321967608,BROOKLYN,789,HERKIMER ST,Crown Heights North
321935670,BROOKLYN,735,JEFFERSON AVENUE,Stuyvesant Heights
321848578,BROOKLYN,64,STAGG STREET,East Williamsburg
321593931,BROOKLYN,233,TOMPKINS AVENUE,Bedford
123820268,MANHATTAN,40,RECTOR STREET,Battery Park City-Lower Manhattan
220708713,BRONX,4275,KATONAH AVENUE,Woodlawn-Wakefield
220708713,BRONX,4275,KATONAH AVENUE,Woodlawn-Wakefield
220708713,BRONX,4275,KATONAH AVENUE,Woodlawn-Wakefield
520383059,STATEN ISLAND,332,SEGUINE AVENUE,Annadale-Huguenot-Prince's Bay-Eltingville
321593931,BROOKLYN,233,TOMPKINS AVENUE,Bedford
421732389,QUEENS,102-01,66 ROAD,Forest Hills
220709589,BRONX,6120,RIVERDALE AVE,North Riverdale-Fieldston-Riverdale
421920309,QUEENS,48-37,188 STREET,Auburndale
123689605,MANHATTAN,1136,FIFTH AVENUE,Upper East Side-Carnegie Hill
540166602,STATEN ISLAND,64,BALTIC AV,Grasmere-Arrochar-Ft. Wadsworth
123769136,MANHATTAN,600,WEST 122ND STREET,Morningside Heights
520338117,STATEN ISLAND,55B,RICHMOND TERRACE,West New Brighton-New Brighton-St. George
421952293,QUEENS,150-32,26 AVENUE,Murray Hill
321594823,BROOKLYN,825,PROSPECT PLACE,Crown Heights North
421732370,QUEENS,97-06,25 AVE,East Elmhurst
321975957,BROOKLYN,142REAR,HURON STREET,Greenpoint
321910893,BROOKLYN,303,DEAN ST,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
440562598,QUEENS,24-46,44TH STREET,Astoria
240260837,BRONX,1363,FINDLAY AVE,East Concourse-Concourse Village
340695260,BROOKLYN,702,DEAN STREET,Prospect Heights
340695581,BROOKLYN,1717,AVE N,Midwood
321984876,BROOKLYN,208,MARINE AVENUE,Bay Ridge
421922370,QUEENS,27-03,40 AVENUE,Queensbridge-Ravenswood-Long Island City
140864483,MANHATTAN,50,AVENUE A,East Village
123709576,MANHATTAN,609,WEST 129TH STREET,Manhattanville
340699275,BROOKLYN,226,CLINTON STREET,Carroll Gardens-Columbia Street-Red Hook
123886633,MANHATTAN,325,WEST 21 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
440569332,QUEENS,8906,75TH AVE,Glendale
520391530,STATEN ISLAND,40,SOUTH STREET,New Brighton-Silver Lake
240262522,BRONX,55,EAST 175TH STREET,Mount Hope
340699961,BROOKLYN,45,91 STREET,Bay Ridge
210180196,BRONX,1876,BELMONT AVENUE,East Tremont
240263326,BRONX,3273,SPENCER DR,Pelham Bay-Country Club-City Island
140873062,MANHATTAN,345,WEST 145TH STREET,Hamilton Heights
123744840,MANHATTAN,450,THIRD AVENUE,Murray Hill-Kips Bay
123788124,MANHATTAN,57,BANK STREET,West Village
440573078,QUEENS,115-26,159 STREET,Baisley Park
240264593,BRONX,2302,MATTHEWS AVENUE,Bronxdale
340705437,BROOKLYN,2955,BEDFORD AVENUE,Flatbush
520389981,STATEN ISLAND,249,UNION AVENUE,Mariner's Harbor-Arlington-Port Ivory-Graniteville
421906593,QUEENS,35-01,36 AVE,Astoria
220672706,BRONX,2843,BAINBRIDGE AVENUE,Bedford Park-Fordham North
421906094,QUEENS,46-31,204 STREET,Bayside-Bayside Hills
220715297,BRONX,3327 GARAGE,WHITE PLAINS ROAD,Williamsbridge-Olinville
421732762,QUEENS,86-15,60 ROAD,Rego Park
322007617,BROOKLYN,425,PACIFIC STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
440575361,QUEENS,164-29,ODONNELL ROAD,South Jamaica
322004558,BROOKLYN,515,ARGYLE ROAD,Flatbush
140878539,MANHATTAN,632,BROADWAY,West Village
121206523,MANHATTAN,561,GREENWICH STREET,SoHo-TriBeCa-Civic Center-Little Italy
340708452,BROOKLYN,1017,BARBEY STREET,East New York
123847329,MANHATTAN,315,WEST 70TH STREET,Lincoln Square
520395705,STATEN ISLAND,530,GULF AVENUE,New Springville-Bloomfield-Travis
123789515,MANHATTAN,1,7TH AVENUE,West Village
421939237,QUEENS,117-46,134TH STREET,South Ozone Park
421940528,QUEENS,117-11,141  STREET,Baisley Park
540172132,STATEN ISLAND,33,WALKER STREET,Port Richmond
123787278,MANHATTAN,152,MERCER STREET,SoHo-TriBeCa-Civic Center-Little Italy
220722145,BRONX,315,EAST KINGSBRIDGE RD,Bedford Park-Fordham North
123725200,MANHATTAN,550,7TH AVENUE,Midtown-Midtown South
123765283,MANHATTAN,125,EAST 10TH STREET,East Village
321802901,BROOKLYN,711,OCEAN AVENUE,Flatbush
123205441,MANHATTAN,228,EAST 22 STREET,Gramercy
322022654,BROOKLYN,1133,40 STREET,Borough Park
322021995,BROOKLYN,1256,EAST 21ST  STREET,Midwood
321986348,BROOKLYN,84,FERRIS STREET,Carroll Gardens-Columbia Street-Red Hook
220723377,BRONX,521,BERGEN AVENUE,Mott Haven-Port Morris
321760386,BROOKLYN,7012,12TH AVENUE,Dyker Heights
322017866,BROOKLYN,33,LINCOLN PLACE,Park Slope-Gowanus
340714837,BROOKLYN,1168,LIBERTY AVENUE,Cypress Hills-City Line
220724269,BRONX,3893,DYRE AVE,Eastchester-Edenwald-Baychester
321596965,BROOKLYN,822,60 STREET,Sunset Park East
123848809,MANHATTAN,429,WEST 53RD STREET,Clinton
440583414,QUEENS,268-21,80 AVENUE,Glen Oaks-Floral Park-New Hyde Park
123789052,MANHATTAN,410,WEST 24TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123050214,MANHATTAN,116,SUFFOLK STREET,Lower East Side
123820909,MANHATTAN,100,EAST BROADWAY,Chinatown
123703821,MANHATTAN,771,WEST END AVENUE,Upper West Side
123700138,MANHATTAN,289,HUDSON STREET,SoHo-TriBeCa-Civic Center-Little Italy
123728323,MANHATTAN,1501,BROADWAY,Midtown-Midtown South
340716185,BROOKLYN,1290,EAST 95TH STREET,Canarsie
140886405,MANHATTAN,345,EAST 81 ST,Yorkville
340716666,BROOKLYN,965,EAST 101 STREET,Canarsie
421800475,QUEENS,11-34,129 STREET,College Point
123858227,MANHATTAN,135,WEST 50 STREET,Midtown-Midtown South
321588493,BROOKLYN,1963,MCDONALD AVENUE,Homecrest
322039227,BROOKLYN,439,LINCOLN ROAD,Prospect Lefferts Gardens-Wingate
340716942,BROOKLYN,637,DECATUR STREET,Stuyvesant Heights
123795170,MANHATTAN,26,ELIZABETH STREET,Chinatown
421800581,QUEENS,87-03,CHEVY CHASE STREET,Jamaica Estates-Holliswood
540174167,STATEN ISLAND,9,BIDWELL AVENUE,Westerleigh
322032812,BROOKLYN,39,PLAZA STREET WEST,Park Slope-Gowanus
340721703,BROOKLYN,8853,FORT HAMILTON PARKWAY,Bay Ridge
123788124,MANHATTAN,57,BANK STREET,West Village
220641358,BRONX,5903,PALISADE AVE,North Riverdale-Fieldston-Riverdale
123855587,MANHATTAN,145,WEST 10 STREET,West Village
140888065,MANHATTAN,50,KING ST,SoHo-TriBeCa-Civic Center-Little Italy
123842538,MANHATTAN,295,FIFTH AVENUE,Midtown-Midtown South
420667095,QUEENS,865,WOODWARD AVENUE,Ridgewood
340720624,BROOKLYN,1047,HANCOCK STREET,Bushwick South
123693565,MANHATTAN,77,SECOND AVENUE,East Village
123572810,MANHATTAN,11,BROADWAY,Battery Park City-Lower Manhattan
321588992,BROOKLYN,620,EAST 32ND STREET,Flatbush
123829722,MANHATTAN,500,GRAND STREET,Lower East Side
321594823,BROOKLYN,825,PROSPECT PLACE,Crown Heights North
123832095,MANHATTAN,61,WEST 23RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
421943552,QUEENS,66-26,METROPOLITAN AVENUE,Ridgewood
421886169,QUEENS,86-39,102 AVENUE,Woodhaven
123830186,MANHATTAN,380,RIVERSIDE DRIVE,Morningside Heights
123830444,MANHATTAN,58,WEST 58,Midtown-Midtown South
123732988,MANHATTAN,57,LENOX AVENUE,Central Harlem South
322043597,BROOKLYN,72,HICKS STREET,Brooklyn Heights-Cobble Hill
520392673,STATEN ISLAND,36,SCRIBNER AVENUE,West New Brighton-New Brighton-St. George
520389589,STATEN ISLAND,34,SCRIBNER AVENUE,West New Brighton-New Brighton-St. George
322045130,BROOKLYN,185,BEDFORD AVENUE,North Side-South Side
123831390,MANHATTAN,100,FIFTH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
140891747,MANHATTAN,90,PARK TERRACE E,Marble Hill-Inwood
123791664,MANHATTAN,895,PARK AVENUE,Upper East Side-Carnegie Hill
440590353,QUEENS,148-31,60 AVENUE,Queensboro Hill
421800876,QUEENS,114-47,147 STREET,Baisley Park
322033599,BROOKLYN,8895,19 AVENUE,Bath Beach
322032992,BROOKLYN,388,CLINTON STREET,Carroll Gardens-Columbia Street-Red Hook
520397847,STATEN ISLAND,475,SEAVIEW AVENUE,Old Town-Dongan Hills-South Beach
340723881,BROOKLYN,617,WARREN STREET,Park Slope-Gowanus
240271870,BRONX,2735,SEDGWICK AVE,Van Cortlandt Village
520451467,STATEN ISLAND,678,OAKLAND AVENUE,New Brighton-Silver Lake
123725086,MANHATTAN,141,EAST 3RD STREET,East Village
123854016,MANHATTAN,1249,5TH AVENUE,East Harlem South
123875716,MANHATTAN,305,WEST END AVENUE,Upper West Side
321589768,BROOKLYN,987,BEDFORD AVE,Bedford
322034231,BROOKLYN,1202,SHEEPSHEAD BAY RD,Homecrest
322033955,BROOKLYN,21,NORTH HENRY STREET,East Williamsburg
140898955,MANHATTAN,1177,AVENUE OF THE AMERICAS,Midtown-Midtown South
140899099,MANHATTAN,1177,AVENUE OF THE AMERICAS,Midtown-Midtown South
140898018,MANHATTAN,10,VANDERBILT AVENUE,Midtown-Midtown South
340725460,BROOKLYN,300,QUINCY STREET,Bedford
421764102,QUEENS,21-20,STEINWAY ST,Steinway
321590809,BROOKLYN,1561,BEDFORD AVENUE,Crown Heights South
123854016,MANHATTAN,1249,5TH AVENUE,East Harlem South
421763327,QUEENS,117-41,164 STREET,Baisley Park
421960471,QUEENS,1422,COLLEGE POINT BLVD,College Point
340727618,BROOKLYN,68,SARATOGA AVE,Stuyvesant Heights
440593895,QUEENS,4301,BERRIAN BLVD,Steinway
440593902,QUEENS,4301,BERRIAN BLVD,Steinway
440593911,QUEENS,4301,BERRIAN BLVD,Steinway
440593920,QUEENS,4301,BERRIAN BLVD,Steinway
440593948,QUEENS,4301,BERRIAN BLVD,Steinway
322084640,BROOKLYN,327,PACIFIC STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
220683507,BRONX,542,EAST 138TH STREET,Mott Haven-Port Morris
321590872,BROOKLYN,1059,MANHATTAN AVENUE,Greenpoint
220732786,BRONX,52,EAST 161 STREET,West Concourse
322085649,BROOKLYN,125,PIONEER STREET,Carroll Gardens-Columbia Street-Red Hook
220732866,BRONX,747,EAST GUN HILL ROAD,Williamsbridge-Olinville
322086167,BROOKLYN,186,NEW YORK AVENUE,Crown Heights North
240273342,BRONX,499,EAST FORDHAM ROAD,Belmont
322086354,BROOKLYN,813,DEAN STREET,Prospect Heights
123922023,MANHATTAN,115,EAST 82ND STREET,Upper East Side-Carnegie Hill
123912999,MANHATTAN,507,W 113 ST,Morningside Heights
240273663,BRONX,1055,BRONX RIVER AVENUE,Soundview-Bruckner
220732964,BRONX,2160,POWELL AVENUE,Westchester-Unionport
421765913,QUEENS,31-78,STEINWAY ST,Astoria
421766011,QUEENS,149-24,122 STREET,South Ozone Park
421765753,QUEENS,84-57,251 STREET,Bellerose
421764282,QUEENS,25-89,42ND STREET,Astoria
322086826,BROOKLYN,124,ST MARKS PLACE,Park Slope-Gowanus
140905527,MANHATTAN,105,WEST 125TH STREET,Central Harlem South
140905581,MANHATTAN,50,E. 89TH STREET,Upper East Side-Carnegie Hill
123542201,MANHATTAN,323,EAST 61ST STREET,Lenox Hill-Roosevelt Island
421773058,QUEENS,219-84,75 AVENUE,Oakland Gardens
140907525,MANHATTAN,221,EAST BROADWAY,Lower East Side
421732762,QUEENS,86-15,60 ROAD,Rego Park
321591005,BROOKLYN,5323,FIFTH AVENUE,Sunset Park East
440595456,QUEENS,83-05,116 STREET,Kew Gardens
421732762,QUEENS,86-15,60 ROAD,Rego Park
421767966,QUEENS,34-33,JUNCTION BOULEVARD,North Corona
440597962,QUEENS,94-37,86 ROAD,Woodhaven
123922416,MANHATTAN,100,WEST 12TH STREET,West Village
440597025,QUEENS,44-71,23RD STREET,Hunters Point-Sunnyside-West Maspeth
140909792,MANHATTAN,375,PARK AVENUE,Turtle Bay-East Midtown
421767083,QUEENS,86-57,MIDLAND PARKWAY,Jamaica Estates-Holliswood
440597034,QUEENS,44-71,23RD STREET,Hunters Point-Sunnyside-West Maspeth
321590854,BROOKLYN,109,DEVOE STREET,East Williamsburg
340731729,BROOKLYN,7715,6 AVENUE,Bay Ridge
540176432,STATEN ISLAND,194,BELAIR ROAD,Stapleton-Rosebank
240274886,BRONX,1185,WASHINGTON AVENUE,Claremont-Bathgate
140910628,MANHATTAN,219,MADISON AVE,Murray Hill-Kips Bay
440599513,QUEENS,149-32,21 AVE,Whitestone
140911878,MANHATTAN,141,EAST 33 STREET,Murray Hill-Kips Bay
240275108,BRONX,3225,DECATUR AVE,Norwood
140911681,MANHATTAN,3,EAST 28TH STREET,Midtown-Midtown South
540176904,STATEN ISLAND,35,DOUGLAS COURT,
140913457,MANHATTAN,501,10TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
140914009,MANHATTAN,55,WATER STREET,Battery Park City-Lower Manhattan
340736680,BROOKLYN,570,FRANKLIN AVENUE,Crown Heights North
140912859,MANHATTAN,70,CHARLTON STREET,SoHo-TriBeCa-Civic Center-Little Italy
140912467,MANHATTAN,60,EAST 12TH STREET,West Village
340740764,BROOKLYN,663,RUTLAND ROAD,Prospect Lefferts Gardens-Wingate
340737563,BROOKLYN,41,WYCKOFF STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
440604099,QUEENS,130-39,229 STREET,Laurelton
140915026,MANHATTAN,114,WAVERLY PLACE,West Village
140915963,MANHATTAN,10,COLUMBUS CIRCLE,Lincoln Square
340740817,BROOKLYN,176,MIDWOOD STREET,Prospect Lefferts Gardens-Wingate
121208317,MANHATTAN,15,BEEKMAN STREET,Battery Park City-Lower Manhattan
240277080,BRONX,2219,CINCINNATUS AVENUE,Soundview-Castle Hill-Clason Point-Harding Park
140920760,MANHATTAN,261,5TH AVENUE,Midtown-Midtown South
140920591,MANHATTAN,74,READE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140920555,MANHATTAN,147,WAVERLY PLACE,West Village
140920902,MANHATTAN,141,WEST 36TH STREET,Midtown-Midtown South
421774011,QUEENS,141-26,NORTHERN BLVD,Flushing
140920252,MANHATTAN,200,VESEY STREET,Battery Park City-Lower Manhattan
140920706,MANHATTAN,49,EAST 67TH STREET,Upper East Side-Carnegie Hill
340741825,BROOKLYN,105,PALMETTO STREET,Bushwick South
322087095,BROOKLYN,315,SOUTH 5 STREET,North Side-South Side
140920939,MANHATTAN,210,WEST 77 STREET,Upper West Side
140920975,MANHATTAN,322,EIGHTH AVENUE,Midtown-Midtown South
140921064,MANHATTAN,50,FRANKLIN STREET,SoHo-TriBeCa-Civic Center-Little Italy
440605436,QUEENS,185-14,80 ROAD,Jamaica Estates-Holliswood
440605490,QUEENS,41-29,ELBERTSON STREET,Elmhurst
440605472,QUEENS,122-17,134 STREET,South Ozone Park
140921126,MANHATTAN,101,DELANCEY STREET,Chinatown
340742030,BROOKLYN,5704,8 AVE,Sunset Park East
440605597,QUEENS,114-08,BEDELL STREET,Baisley Park
240277357,BRONX,3239,COLDEN AVENUE,Williamsbridge-Olinville
140921331,MANHATTAN,280,PARK AVENUE,Midtown-Midtown South
340742307,BROOKLYN,968,ALBANY AVENUE,East Flatbush-Farragut
340742272,BROOKLYN,17,ORIENT AVENUE,East Williamsburg
240277446,BRONX,547,FOX STREET.,Longwood
140921420,MANHATTAN,10,WEST 66TH STREET,Lincoln Square
440605659,QUEENS,138-62,64 AVE,Queensboro Hill
140921359,MANHATTAN,12,EAST 96 STREET,Upper East Side-Carnegie Hill
340742423,BROOKLYN,129,PIERREPONT STREET,Brooklyn Heights-Cobble Hill
340742432,BROOKLYN,1201,GATES AVENUE,Bushwick South
140921545,MANHATTAN,1245,PARK AVENUE,East Harlem South
140921518,MANHATTAN,725,10 AVENUE,Clinton
540178029,STATEN ISLAND,544,JERSEY STREET,New Brighton-Silver Lake
540178038,STATEN ISLAND,463,DAVIS AVENUE,New Brighton-Silver Lake
140921475,MANHATTAN,4250,BROADWAY,Washington Heights North
540178010,STATEN ISLAND,216,SPRAGUE AVENUE,Charleston-Richmond Valley-Tottenville
340742593,BROOKLYN,143,PALMETTO STREET,Bushwick South
340742637,BROOKLYN,125,PALMETTO STREET,Bushwick South
340742548,BROOKLYN,951,GREENE AVENUE,Stuyvesant Heights
340742520,BROOKLYN,919,PARK PLACE,Crown Heights North
240277473,BRONX,930,OGDEN AVENUE,Highbridge
140921616,MANHATTAN,200,EAST 78TH STREET,Lenox Hill-Roosevelt Island
340742511,BROOKLYN,4714,NEW UTRECHT AVENUE,Borough Park
340742655,BROOKLYN,415,EVERGREEN AVENUE,Bushwick South
240277543,BRONX,280,WEST 231ST STREET,Spuyten Duyvil-Kingsbridge
140921741,MANHATTAN,4,UNION SQUARE SOUTH,West Village
140921670,MANHATTAN,166,EAST 81ST STREET,Upper East Side-Carnegie Hill
340742646,BROOKLYN,231,BRIGHTON 2ND LANE,Brighton Beach
140921750,MANHATTAN,164,EAST 81ST STREET,Upper East Side-Carnegie Hill
340742682,BROOKLYN,18,6TH AVENUE,Park Slope-Gowanus
340742708,BROOKLYN,18,6TH AVENUE,Park Slope-Gowanus
321592344,BROOKLYN,1640,FLATBUSH AVE,Flatbush
440605971,QUEENS,73-08,UTOPIA PKWY,Pomonok-Flushing Heights-Hillcrest
140921858,MANHATTAN,41,EAST 72ND STREET,Upper East Side-Carnegie Hill
340742799,BROOKLYN,18,6TH AVENUE,Park Slope-Gowanus
340742806,BROOKLYN,18,6TH AVENUE,Park Slope-Gowanus
440606051,QUEENS,145-56,180TH STREET,Springfield Gardens South-Brookville
140921849,MANHATTAN,245,EAST 72 STREET,Lenox Hill-Roosevelt Island
340742780,BROOKLYN,1902,RALPH AVENUE,Flatlands
340742726,BROOKLYN,181,COURT ST,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
340742735,BROOKLYN,605,16TH STREET,Windsor Terrace
421764273,QUEENS,42-01,28 AVE,Astoria
540178065,STATEN ISLAND,3017,RICHMOND ROAD,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
540182354,STATEN ISLAND,429 GAR,CLOVE ROAD,West New Brighton-New Brighton-St. George
440606060,QUEENS,163-13,109TH AVENUE,South Jamaica
102796431,MANHATTAN,461,EAST   57 STREET,Turtle Bay-East Midtown
103971659,MANHATTAN,140,WEST   71 STREET,Lincoln Square
301105756,BROOKLYN,139,POWERS STREET,East Williamsburg
104767619,MANHATTAN,215,EAST   73 STREET,Lenox Hill-Roosevelt Island
302015726,BROOKLYN,53,MACDONOUGH STREET,Bedford
200875062,BRONX,2008,WEBSTER AVENUE,Mount Hope
240273066,BRONX,932,KELLY STREET,Longwood
440604133,QUEENS,45-41,169 STREET,East Flushing
340740933,BROOKLYN,436,ALBEE SQ,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
540177761,STATEN ISLAND,146,LAKE AVENUE,Mariner's Harbor-Arlington-Port Ivory-Graniteville
540177770,STATEN ISLAND,89,WEED AVENUE,New Dorp-Midland Beach
340740960,BROOKLYN,951,52ND STREET,Borough Park
540177734,STATEN ISLAND,144,LAKE AVENUE,Mariner's Harbor-Arlington-Port Ivory-Graniteville
240277730,BRONX,1070,WASHINGTON AVE,Morrisania-Melrose
140919772,MANHATTAN,1131,THIRD AVENUE,Lenox Hill-Roosevelt Island
540178154,STATEN ISLAND,71B,MAPLETON AVENUE,New Dorp-Midland Beach
540178163,STATEN ISLAND,71,MAPLETON AVENUE,New Dorp-Midland Beach
540178172,STATEN ISLAND,128,MILLS AVE,Grasmere-Arrochar-Ft. Wadsworth
140922367,MANHATTAN,321,WEST 80TH STREET,Upper West Side
440606523,QUEENS,38-07,205TH ST,Bayside-Bayside Hills
340743468,BROOKLYN,2300,86TH STREET,Bensonhurst East
440606514,QUEENS,32-18,214 PLACE,Bayside-Bayside Hills
210180338,BRONX,803,EAST 218 STREET,Williamsbridge-Olinville
121208317,MANHATTAN,15,BEEKMAN STREET,Battery Park City-Lower Manhattan
340743495,BROOKLYN,2801,TILDEN AVENUE,Erasmus
140922385,MANHATTAN,375,PARK AVENUE,Turtle Bay-East Midtown
140922376,MANHATTAN,747,3RD AVENUE,Turtle Bay-East Midtown
210180347,BRONX,809,EAST 218 STREET,Williamsbridge-Olinville
540178216,STATEN ISLAND,81,ALLISON AVENUE,New Dorp-Midland Beach
140922410,MANHATTAN,614,SECOND AVENUE,Murray Hill-Kips Bay
340743510,BROOKLYN,277,BALTIC STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
240277749,BRONX,2558,LACONIA AVE,Allerton-Pelham Gardens
440606541,QUEENS,54-27,LITTLE NECK PARKWAY,Douglas Manor-Douglaston-Little Neck
340743501,BROOKLYN,1120,BRIGHTON BEACH AVENUE,Brighton Beach
540178225,STATEN ISLAND,81,MONROE AVENUE,West New Brighton-New Brighton-St. George
220733918,BRONX,1360,EAST BAY AVENUE,Hunts Point
540178234,STATEN ISLAND,6,HECKER STREET,Charleston-Richmond Valley-Tottenville
340743547,BROOKLYN,398,METROPOLITAN AVE,North Side-South Side
340743529,BROOKLYN,437,RUTLAND RD,Prospect Lefferts Gardens-Wingate
140922447,MANHATTAN,767,3RD AVENUE,Turtle Bay-East Midtown
440606569,QUEENS,7616,60 ROAD,Middle Village
140922438,MANHATTAN,206,EAST 83 STREET,Yorkville
140922429,MANHATTAN,2420,AMSTERDAM AVENUE,Washington Heights North
340743556,BROOKLYN,7,BELL SLIP,Greenpoint
240277767,BRONX,3034,BARNES AVE,Bronxdale
140922465,MANHATTAN,102,PRINCE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140922483,MANHATTAN,102,PRINCE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140922517,MANHATTAN,205,EAST 82 STREET,Yorkville
140922508,MANHATTAN,37,RIVERSIDE DRIVE,Upper West Side
340743565,BROOKLYN,180,MCKINLEY AVENUE,Cypress Hills-City Line
140922526,MANHATTAN,102,PRINCE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140922474,MANHATTAN,1921,7TH AVE,Central Harlem South
440606578,QUEENS,40-09,21 STREET,Queensbridge-Ravenswood-Long Island City
140922535,MANHATTAN,767,3RD AVENUE,Turtle Bay-East Midtown
140922544,MANHATTAN,965,FIFTH AVENUE,Upper East Side-Carnegie Hill
140922562,MANHATTAN,1221,AVENUE OF THE AMERICAS,Midtown-Midtown South
240277785,BRONX,11,W 184 STREET,Kingsbridge Heights
140922553,MANHATTAN,527,W. 110,Morningside Heights
240277794,BRONX,3034,BARNES AVE,Bronxdale
540178261,STATEN ISLAND,43,RICHMOND HILL ROAD,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
340743592,BROOKLYN,500,MILFORD STREET,East New York
440606587,QUEENS,54-27,LITTLE NECK PARKWAY,Douglas Manor-Douglaston-Little Neck
140922580,MANHATTAN,209,EAST 23RD STREET,Gramercy
140922599,MANHATTAN,2420,AMSTERDAM AVENUE,Washington Heights North
340743609,BROOKLYN,519,SARATOGA AVENUE,Brownsville
340743583,BROOKLYN,5323,7 AVENUE,Sunset Park East
140922606,MANHATTAN,213,WEST 23RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
240277829,BRONX,1010,SHERMAN AVENUE,East Concourse-Concourse Village
440606596,QUEENS,20-55,27 STREET,Steinway
140922633,MANHATTAN,720,FT. WASHINGTON AVENUE,Washington Heights North
340743627,BROOKLYN,2201,CATON AVE,Prospect Lefferts Gardens-Wingate
140922624,MANHATTAN,200,EAST 69TH STREET,Lenox Hill-Roosevelt Island
322036863,BROOKLYN,1036 GAR,EAST 3 ST,Ocean Parkway South
240277838,BRONX,2450,GRAND CONCOURSE,Bedford Park-Fordham North
440606603,QUEENS,16704,142 AVENUE,Springfield Gardens North
140922660,MANHATTAN,27,WEST 72ND STREET,Lincoln Square
340743636,BROOKLYN,646,EAST 103 STREET,Canarsie
440606612,QUEENS,85-28,263 STREET,Glen Oaks-Floral Park-New Hyde Park
140922651,MANHATTAN,595,MADISON AVENUE,Midtown-Midtown South
140922688,MANHATTAN,29,11TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
340743645,BROOKLYN,402,FOSTER AVENUE,Flatbush
140922697,MANHATTAN,170,EAST 80 STREET,Upper East Side-Carnegie Hill
140922713,MANHATTAN,60,EAST 9TH STREET,West Village
340743654,BROOKLYN,121,DEKALB AVENUE,Fort Greene
340743663,BROOKLYN,732,EAST 100 STREET,Canarsie
440606649,QUEENS,105-10,217 LANE,Queens Village
440606630,QUEENS,16704,142 AVENUE,Springfield Gardens North
340743672,BROOKLYN,87,RICHARDSON STREET,Greenpoint
322087228,BROOKLYN,845,EAST 39 STREET,East Flatbush-Farragut
140922759,MANHATTAN,1350,BROADWAY,Midtown-Midtown South
440606667,QUEENS,41-18,CRESCENT STREET,Queensbridge-Ravenswood-Long Island City
140922777,MANHATTAN,730,FT. WASHINGTON AVENUE,Washington Heights North
322087237,BROOKLYN,388,CHRISTOPHER AVE,Brownsville
340743681,BROOKLYN,1223,SURF AVENUE,West Brighton
140922768,MANHATTAN,340,EAST 51 STREET,Turtle Bay-East Midtown
322036701,BROOKLYN,87,RICHARDSON STREET,Greenpoint
123922345,MANHATTAN,417,PARK AVENUE,Turtle Bay-East Midtown
123922345,MANHATTAN,417,PARK AVENUE,Turtle Bay-East Midtown
440606701,QUEENS,41-34,CRESCENT STREET,Queensbridge-Ravenswood-Long Island City
421902196,QUEENS,68-10,CENTRAL AVENUE,Glendale
421902196,QUEENS,68-10,CENTRAL AVENUE,Glendale
123833511,MANHATTAN,52,EAST 126TH ST,East Harlem North
240277847,BRONX,2728,MARION AVENUE,Bedford Park-Fordham North
140922802,MANHATTAN,330,EAST 75TH STREET,Lenox Hill-Roosevelt Island
322053326,BROOKLYN,31,NEW YORK AVENUE,Crown Heights North
